GEOID,NAME.x,arrest_year,arrests_total,arrests_felony,arrests_misdemeanor,cs_possession_low,cs_possession_mid,cs_possession_high,mj_possession_low,mj_possession_high,other_drug_offense,arrests_female,arrests_male,arrests_under18,arrests_18_24,arrests_25_44,arrests_45_64,arrests_65plus,arrests_white,arrests_black,arrests_asian,arrests_hispanic,NAME.y,popE,popM,median_hhincE,median_hhincM,povertyE,povertyM,pop_povertyE,pop_povertyM,median_rentE,median_rentM,median_homeE,median_homeM,whiteE,whiteM,blackE,blackM,hispanicE,hispanicM,asianE,asianM,foreign_bornE,foreign_bornM,survey,giniE,giniM,no_hsE,no_hsM,bachelorsE,bachelorsM,pop_25plusE,pop_25plusM,snapE,snapM,snap_totalE,snap_totalM,source,unempE,unempM,laborforceE,laborforceM,no_health_insE,no_health_insM
3604108,NYC-Manhattan Community District 8--Upper East Side & Roosevelt Island PUMA,2007,213,23,190,59,15,6,131,2,0,17,196,22,75,81,33,2,52,73,12,72,"PUMA5 04108, New York",117931,7417,63464,5864,7134,1807,117539,7409,1208,56,408700,84704,68264,5553,2517,1186,13062,3196,29474,5292,62431,6342,acs1,0.439,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs1,NA,NA,NA,NA,NA,NA
3604108,NYC-Manhattan Community District 8--Upper East Side & Roosevelt Island PUMA,2008,131,21,110,39,17,3,71,1,0,8,123,3,39,69,20,0,64,17,1,48,"PUMA5 04108, New York",116831,7439,66497,4708,7834,2306,116121,7351,1240,62,379600,33817,71391,6187,2218,995,16283,3528,25391,4657,58536,5404,acs1,0.438,0.025,891,372,25578,2702,87830,4771,3224,678,50949,2408,acs1,NA,NA,NA,NA,NA,NA
3604108,NYC-Manhattan Community District 8--Upper East Side & Roosevelt Island PUMA,2009,88,15,73,45,8,3,28,4,0,9,79,0,16,51,20,1,31,34,3,19,"PUMA 04108, New York",116224,2122,64608,2385,9797,1027,115317,2068,1225,23,343700,16874,68961,2059,2738,543,14377,1242,27495,1655,58202,1927,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs5,NA,NA,NA,NA,NA,NA
3604108,NYC-Manhattan Community District 8--Upper East Side & Roosevelt Island PUMA,2010,89,20,69,35,14,4,34,2,0,15,74,5,35,37,11,1,38,32,1,17,"PUMA 04108, New York",112360,2030,64416,2286,9253,917,111581,2036,1271,23,355000,16340,62438,1826,2635,621,14274,1301,30115,1593,57695,1901,acs5,0.457,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs5,NA,NA,NA,NA,NA,NA
3604108,NYC-Manhattan Community District 8--Upper East Side & Roosevelt Island PUMA,2011,129,13,116,57,8,3,59,2,0,19,110,9,29,59,28,4,53,41,1,34,"PUMA5 04108, New York",111965,2077,65930,2611,8880,908,111335,2092,1345,20,352800,14479,61253,1865,2752,563,14600,1297,30038,1652,56854,1829,acs5,0.4535,0.0138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs5,4595,493,61991,1504,NA,NA
3604108,NYC-Manhattan Community District 8--Upper East Side & Roosevelt Island PUMA,2012,136,14,122,34,10,4,88,0,0,15,121,16,50,53,16,1,69,28,5,33,"NYC-Queens Community District 6--Forest Hills & Rego Park PUMA, New York",112194,2090,65694,2620,10266,982,111566,2067,1370,20,347000,13543,61919,1915,2848,600,15081,1474,29412,1663,55549,1673,acs5,0.4613,0.0134,1060,214,25973,1115,86935,1414,3936,374,51226,520,acs5,4783,541,61608,1459,NA,NA
3604108,NYC-Manhattan Community District 8--Upper East Side & Roosevelt Island PUMA,2013,102,15,87,36,5,9,51,1,0,15,87,8,19,57,15,3,38,19,0,42,"NYC-Queens Community District 6--Forest Hills & Rego Park PUMA, New York",112273,1993,64646,3014,10916,1422,111690,2013,1401,24,344800,11969,61953,1950,2833,635,16040,1519,28319,1377,55553,1638,acs5,0.4671,0.0137,1309,258,26106,1009,86708,1192,4071,360,51095,531,acs5,4759,516,61255,1420,4793,632
3604108,NYC-Manhattan Community District 8--Upper East Side & Roosevelt Island PUMA,2014,51,5,46,19,1,4,27,0,0,6,45,2,12,24,13,0,16,12,2,19,"NYC-Queens Community District 6--Forest Hills & Rego Park PUMA, New York",111741,2811,62328,2789,11355,1442,111154,2785,1434,23,343100,12440,60009,2434,2834,580,16689,1547,29442,1765,55874,1929,acs5,0.46,0.0104,1535,284,26101,1197,86570,1716,4360,404,51084,550,acs5,4214,474,60307,1718,4231,612
3604108,NYC-Manhattan Community District 8--Upper East Side & Roosevelt Island PUMA,2015,33,8,25,13,5,3,12,0,0,4,29,1,7,18,7,0,11,6,1,13,"NYC-Queens Community District 6--Forest Hills & Rego Park PUMA, New York",114489,2830,65504,2921,12599,1524,113869,2812,1459,27,339600,13500,59371,2033,3514,777,17156,1354,30677,1781,57475,2303,acs5,0.4643,0.0106,1769,333,26158,1318,88478,1713,4814,520,51693,538,acs5,3943,486,61657,1678,4006,681
3604108,NYC-Manhattan Community District 8--Upper East Side & Roosevelt Island PUMA,2016,28,1,27,15,1,0,12,0,0,3,25,0,7,15,6,0,10,9,0,9,"NYC-Queens Community District 6--Forest Hills & Rego Park PUMA, New York",114637,2357,67596,3130,13424,1446,114076,2356,1504,29,354000,12069,58637,2200,3353,649,18023,1524,31128,2095,57850,2025,acs5,0.4758,0.0126,1793,323,26911,1241,88596,1627,4685,434,51518,554,acs5,3536,439,61956,1567,3423,572
3604108,NYC-Manhattan Community District 8--Upper East Side & Roosevelt Island PUMA,2017,78,6,72,16,3,3,56,0,0,14,64,11,29,27,11,0,30,15,1,30,"NYC-Queens Community District 6--Forest Hills & Rego Park PUMA, New York",116607,2587,70478,2373,12807,1558,116031,2602,1591,31,368700,9344,56706,1857,3291,792,18382,1470,34018,1808,59001,1948,acs5,0.4753,0.0118,1875,323,27673,1220,90273,1836,4814,528,51656,577,acs5,3034,354,62389,1624,2707,501
3604108,NYC-Manhattan Community District 8--Upper East Side & Roosevelt Island PUMA,2018,52,6,46,11,2,2,35,1,1,12,40,2,14,20,15,1,17,16,4,15,"NYC-Queens Community District 6--Forest Hills & Rego Park PUMA, New York",116052,1978,74618,2322,12319,1368,115498,1986,1676,23,383700,11657,55342,1971,3586,719,18042,1361,34496,1729,58062,1706,acs5,0.4754,0.0115,1951,325,28040,1091,90697,1291,4994,473,52117,545,acs5,2761,355,62482,1354,2250,380
3604108,NYC-Manhattan Community District 8--Upper East Side & Roosevelt Island PUMA,2019,24,5,19,0,0,0,2,0,22,6,18,1,1,9,10,3,5,9,2,8,"NYC-Queens Community District 6--Forest Hills & Rego Park PUMA, New York",115881,2397,79691,2573,12039,1390,115346,2406,1723,25,423000,22184,54921,1666,3505,778,17715,1271,34924,1478,57426,1655,acs5,0.4693,0.0106,1875,293,28319,1034,90340,1552,4624,490,51831,585,acs5,2530,333,62356,1489,1855,393
3604108,NYC-Manhattan Community District 8--Upper East Side & Roosevelt Island PUMA,2020,4,2,2,0,0,0,0,0,4,1,3,0,0,2,2,0,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604108,NYC-Manhattan Community District 8--Upper East Side & Roosevelt Island PUMA,2021,8,1,7,0,0,0,0,0,8,0,8,0,1,4,3,0,3,3,0,2,"NYC-Queens Community District 6--Forest Hills & Rego Park PUMA, New York",122786,3410,89482,2423,10006,1255,122097,3359,1865,39,476400,16904,56113,2694,3970,959,19758,1742,36812,1825,58776,2188,acs5,0.4756,0.0254,2720,574,31650,1691,94984,2378,4350,519,53046,1311,acs5,3178,552,66046,2164,2037,452
3604108,NYC-Manhattan Community District 8--Upper East Side & Roosevelt Island PUMA,2022,16,4,12,0,0,0,0,0,16,4,12,1,1,8,6,0,6,4,0,6,NYC-Manhattan Community District 8--Upper East Side & Roosevelt Island PUMA; New York,211135,5564,144990,6308,15088,2129,208832,5566,2566,81,1422000,103249,155303,4832,6651,1618,19768,2136,22112,1947,49555,2746,acs5,0.5619,0.0112,875,298,59432,2718,168856,4658,4064,804,108958,2628,acs5,5698,936,124294,3995,1468,418
3604108,NYC-Manhattan Community District 8--Upper East Side & Roosevelt Island PUMA,2023,8,1,7,0,0,0,0,0,8,0,7,0,0,4,4,0,3,2,0,3,NYC-Manhattan Community District 8--Upper East Side & Roosevelt Island PUMA; New York,212308,5480,152742,5913,15337,2208,210038,5476,2760,81,1363600,109608,155718,4723,6736,1569,18634,2013,22789,2162,50926,2905,acs5,0.559,0.0109,791,278,61385,2964,170605,4629,4430,971,110357,2832,acs5,5604,1082,125616,3976,1376,389
3604108,NYC-Manhattan Community District 8--Upper East Side & Roosevelt Island PUMA,2024,16,8,8,0,0,0,0,0,16,5,11,0,1,8,7,0,3,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604109,NYC-Manhattan Community District 9--Morningside Heights & Hamilton Heights PUMA,2006,1455,178,1277,619,85,67,658,25,1,170,1285,87,374,681,303,8,87,882,3,470,"PUMA 04109, New York",128673,6185,44704,3131,23181,4899,128004,6177,1065,41,494000,56039,37046,4128,2885,1494,44498,6200,42424,5772,78126,4796,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs1,NA,NA,NA,NA,NA,NA
3604109,NYC-Manhattan Community District 9--Morningside Heights & Hamilton Heights PUMA,2007,1679,195,1484,648,100,79,836,16,0,188,1491,84,416,760,409,10,87,1008,8,568,"PUMA5 04109, New York",139138,10036,53276,4094,17836,3839,134812,9981,1156,38,391100,60468,39902,4186,3041,1085,45845,7882,48003,6451,83707,8008,acs1,0.422,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs1,NA,NA,NA,NA,NA,NA
3604109,NYC-Manhattan Community District 9--Morningside Heights & Hamilton Heights PUMA,2008,1546,185,1361,593,126,52,768,6,1,219,1327,60,342,694,436,14,68,975,11,486,"PUMA5 04109, New York",132863,10422,54318,4436,14982,3570,130894,10070,1145,40,439600,63796,36945,4092,2065,1095,43655,7640,48159,6404,80467,8391,acs1,0.435,0.024,3664,1066,21057,3377,98445,7579,5577,1213,48336,2795,acs1,NA,NA,NA,NA,NA,NA
3604109,NYC-Manhattan Community District 9--Morningside Heights & Hamilton Heights PUMA,2009,1884,159,1725,745,82,57,980,20,0,259,1625,96,437,857,478,16,79,1159,8,626,"PUMA 04109, New York",135448,3034,51540,1856,16728,1482,133287,2727,1157,16,440700,19079,40298,1845,2404,523,45545,2729,44717,2256,78828,2227,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs5,NA,NA,NA,NA,NA,NA
3604109,NYC-Manhattan Community District 9--Morningside Heights & Hamilton Heights PUMA,2010,1543,105,1438,449,48,40,989,17,0,196,1347,124,451,610,347,11,72,852,5,601,"PUMA 04109, New York",130344,3162,52860,2011,16404,1484,128348,2764,1212,18,472500,25517,36639,1813,2084,400,43309,2438,46055,2290,76581,2220,acs5,0.422,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs5,NA,NA,NA,NA,NA,NA
3604109,NYC-Manhattan Community District 9--Morningside Heights & Hamilton Heights PUMA,2011,1718,90,1628,429,42,36,1199,12,0,226,1492,149,556,645,350,18,69,896,12,721,"PUMA5 04109, New York",130007,3190,54783,1717,15675,1617,128384,2997,1284,17,455700,20721,35477,1513,2088,430,43120,2514,46797,2323,75558,2338,acs5,0.4293,0.0089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs5,4958,522,74834,2052,NA,NA
3604109,NYC-Manhattan Community District 9--Morningside Heights & Hamilton Heights PUMA,2012,1599,65,1534,455,34,24,1079,7,0,227,1372,120,500,623,339,17,82,880,15,612,"NYC-Queens Community District 2--Sunnyside & Woodside PUMA, New York",130922,2836,54227,1505,15904,1608,129386,2826,1340,16,463500,24951,36473,1331,2009,359,43269,2399,46485,2332,74533,2475,acs5,0.4348,0.0098,3295,500,22721,1077,97622,1870,5195,553,51049,600,acs5,5484,500,75776,1911,NA,NA
3604109,NYC-Manhattan Community District 9--Morningside Heights & Hamilton Heights PUMA,2013,1371,71,1300,478,26,41,822,4,0,181,1190,75,360,555,350,31,66,789,9,493,"NYC-Queens Community District 2--Sunnyside & Woodside PUMA, New York",131459,3056,56064,2312,17412,1522,130262,2969,1382,16,446700,23372,36723,1317,1948,406,43325,2168,46720,2067,74001,2234,acs5,0.4385,0.0097,3609,548,23600,1186,98019,2078,4877,410,51119,541,acs5,5352,479,76471,2348,13262,1061
3604109,NYC-Manhattan Community District 9--Morningside Heights & Hamilton Heights PUMA,2014,991,43,948,442,15,20,506,8,0,148,843,38,237,404,301,11,54,572,8,353,"NYC-Queens Community District 2--Sunnyside & Woodside PUMA, New York",136080,2384,56713,1874,19413,1786,134949,2376,1440,17,468000,24888,38160,1572,2124,469,45136,2422,47792,2009,76885,2104,acs5,0.4508,0.0102,3959,524,24173,1344,101467,1794,5059,498,51697,514,acs5,5220,489,78930,1789,13995,1049
3604109,NYC-Manhattan Community District 9--Morningside Heights & Hamilton Heights PUMA,2015,972,31,941,401,17,8,540,6,0,140,832,44,237,397,289,5,42,540,7,379,"NYC-Queens Community District 2--Sunnyside & Woodside PUMA, New York",138596,3251,56870,1679,20230,1954,137536,3203,1479,18,474700,27465,38859,1503,2038,457,45633,2929,49071,2095,77546,2260,acs5,0.455,0.0094,4870,506,25165,1195,103400,2076,4926,431,51849,621,acs5,4692,471,78975,1869,12267,943
3604109,NYC-Manhattan Community District 9--Morningside Heights & Hamilton Heights PUMA,2016,1111,37,1074,165,10,25,909,1,1,172,939,64,469,458,115,5,67,499,19,512,"NYC-Queens Community District 2--Sunnyside & Woodside PUMA, New York",139088,2656,60154,2048,18999,1723,138055,2590,1529,27,497200,26731,39077,1571,1835,478,46126,2274,48933,2419,76574,1870,acs5,0.4552,0.0106,5284,589,25885,1236,104648,1765,4562,453,52338,620,acs5,4380,419,80197,1618,10076,967
3604109,NYC-Manhattan Community District 9--Morningside Heights & Hamilton Heights PUMA,2017,389,16,373,79,9,4,294,3,0,62,327,15,165,155,50,4,32,183,8,161,"NYC-Queens Community District 2--Sunnyside & Woodside PUMA, New York",138893,2905,63961,1833,17600,1870,138004,2885,1609,21,527700,20787,39224,1604,1920,474,45043,2753,49362,2366,76139,2454,acs5,0.4512,0.0079,5355,646,27043,1166,106549,2365,3804,384,52362,619,acs5,3837,492,81741,2120,8007,762
3604109,NYC-Manhattan Community District 9--Morningside Heights & Hamilton Heights PUMA,2018,188,23,165,62,5,10,103,4,4,28,160,8,59,94,27,0,20,85,3,79,"NYC-Queens Community District 2--Sunnyside & Woodside PUMA, New York",137417,2656,66705,1718,14922,1495,136566,2623,1681,27,578500,25220,39688,1685,2061,509,43555,2383,48664,2514,74037,2000,acs5,0.4507,0.01,5308,581,27109,1169,105670,1836,3742,399,53124,663,acs5,3382,411,80796,1924,6244,725
3604109,NYC-Manhattan Community District 9--Morningside Heights & Hamilton Heights PUMA,2019,99,8,91,0,0,0,13,2,84,22,77,1,17,43,36,2,6,47,2,43,"NYC-Queens Community District 2--Sunnyside & Woodside PUMA, New York",135380,2548,70980,1592,13259,1471,134487,2534,1730,23,601500,25510,38879,1574,2307,433,41573,2074,48921,2040,71853,2004,acs5,0.454,0.0116,5235,754,27183,1348,105001,1888,3408,332,53750,803,acs5,3181,447,79759,1875,4484,726
3604109,NYC-Manhattan Community District 9--Morningside Heights & Hamilton Heights PUMA,2020,95,23,72,0,0,0,14,10,71,15,80,1,19,45,29,1,5,47,0,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604109,NYC-Manhattan Community District 9--Morningside Heights & Hamilton Heights PUMA,2021,134,21,113,0,0,0,4,4,126,17,117,1,15,51,62,5,4,66,0,63,"NYC-Queens Community District 2--Sunnyside & Woodside PUMA, New York",144181,3855,79888,2794,12735,1536,143290,3872,1861,38,619900,51055,40045,1886,2422,560,43365,2824,53690,2861,76110,2928,acs5,0.4666,0.0265,4658,668,30242,1638,110834,2905,4348,620,57429,1419,acs5,5047,770,84464,2636,4689,820
3604109,NYC-Manhattan Community District 9--Morningside Heights & Hamilton Heights PUMA,2022,128,18,110,0,0,0,0,0,128,28,100,2,9,56,61,0,9,71,3,44,NYC-Manhattan Community District 9--Morningside Heights & Hamilton Heights PUMA; New York,114613,3883,63281,3294,24488,2547,103722,3873,1697,63,759500,81021,29365,1664,24629,1866,45988,3030,9892,1361,38238,2303,acs5,0.5689,0.0198,1936,391,19183,1648,80012,2981,8757,860,40709,1028,acs5,6182,1026,63627,2647,2994,571
3604109,NYC-Manhattan Community District 9--Morningside Heights & Hamilton Heights PUMA,2023,94,10,84,0,0,0,0,0,94,20,74,1,9,40,42,2,5,57,1,31,NYC-Manhattan Community District 9--Morningside Heights & Hamilton Heights PUMA; New York,112774,3672,64698,4257,25174,2559,100950,3695,1736,64,772100,98544,29340,1771,24788,2602,43133,2571,10598,1332,38128,1970,acs5,0.5736,0.0176,2219,490,19368,1576,79376,2972,9251,998,40473,1139,acs5,6367,1028,61859,2750,2474,540
3604109,NYC-Manhattan Community District 9--Morningside Heights & Hamilton Heights PUMA,2024,178,25,153,0,0,0,0,0,178,21,157,0,13,61,91,13,13,111,2,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604110,NYC-Manhattan Community District 10--Harlem PUMA,2006,2684,191,2493,1496,82,51,997,54,4,426,2258,106,472,1317,766,23,92,2264,2,309,"PUMA 04110, New York",179768,10206,50477,3495,18987,3917,178792,10179,1050,30,560000,15485,NA,NA,NA,NA,NA,NA,NA,NA,71989,7243,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs1,NA,NA,NA,NA,NA,NA
3604110,NYC-Manhattan Community District 10--Harlem PUMA,2007,2594,145,2449,1518,82,37,931,24,2,472,2122,107,401,1142,905,39,97,2200,6,281,"PUMA5 04110, New York",187195,10045,50744,2832,21700,3980,186466,10050,1101,23,581800,13377,NA,NA,NA,NA,NA,NA,NA,NA,69040,5194,acs1,0.403,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs1,NA,NA,NA,NA,NA,NA
3604110,NYC-Manhattan Community District 10--Harlem PUMA,2008,2866,211,2655,1560,117,41,1095,52,1,477,2389,92,467,1237,1019,51,80,2456,6,306,"PUMA5 04110, New York",167834,9709,53823,3867,19112,3774,167469,9693,1126,31,566200,14006,101943,7520,1797,1153,54266,6834,8477,2609,60419,6565,acs1,0.42,0.019,1919,654,16185,2309,117413,6660,4067,986,61269,2783,acs1,NA,NA,NA,NA,NA,NA
3604110,NYC-Manhattan Community District 10--Harlem PUMA,2009,3122,218,2904,1500,135,44,1404,38,1,487,2635,132,552,1276,1095,67,103,2596,7,404,"PUMA 04110, New York",177202,2783,53441,1642,20789,1715,176512,2773,1122,13,550100,7909,106541,2483,1954,481,56147,2530,11206,1351,67304,2433,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs5,NA,NA,NA,NA,NA,NA
3604110,NYC-Manhattan Community District 10--Harlem PUMA,2010,2788,167,2621,1404,96,34,1217,37,0,412,2376,121,468,1020,1112,67,105,2342,8,319,"PUMA 04110, New York",168639,2680,53957,1525,21013,1767,167964,2629,1167,12,563600,5325,95474,2162,1933,424,57740,2152,12093,1351,63751,2114,acs5,0.417,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs5,NA,NA,NA,NA,NA,NA
3604110,NYC-Manhattan Community District 10--Harlem PUMA,2011,2594,142,2452,1329,99,33,1123,10,0,413,2181,91,435,968,1045,55,90,2154,13,330,"PUMA5 04110, New York",169515,2743,54641,1381,23003,1753,168704,2765,1212,14,555800,6016,93594,2002,2078,409,60189,2634,12211,1227,63625,2307,acs5,0.4286,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs5,6302,506,85979,1678,NA,NA
3604110,NYC-Manhattan Community District 10--Harlem PUMA,2012,2250,78,2172,1180,42,26,992,10,0,344,1906,102,378,743,964,63,83,1854,13,290,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA; New York",168798,3032,55571,1652,23627,1780,168021,3054,1258,17,537600,6657,92324,2062,2091,478,60803,2454,12032,1214,63852,2452,acs5,0.4258,0.0075,2200,332,17104,847,116649,2004,4590,386,61101,751,acs5,6477,570,85411,1695,NA,NA
3604110,NYC-Manhattan Community District 10--Harlem PUMA,2013,2171,82,2089,1333,53,20,756,9,0,339,1832,46,308,694,1073,50,85,1756,4,314,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA; New York",168766,2682,55243,1808,24357,1436,167941,2681,1273,15,523300,9290,91180,2195,2261,455,60657,2371,13143,1419,64214,2291,acs5,0.439,0.0081,2371,363,17677,919,117273,1779,4900,359,61435,673,acs5,7166,466,84880,1794,12730,895
3604110,NYC-Manhattan Community District 10--Harlem PUMA,2014,1975,60,1915,1143,36,13,772,11,0,312,1663,45,289,653,923,65,105,1540,10,307,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA; New York",167945,2936,57540,2115,24607,1619,167052,2914,1305,13,516000,8413,90836,2418,2279,441,59910,2533,13095,1231,64689,2234,acs5,0.4402,0.0084,2303,270,19154,910,117526,1875,4788,407,61322,619,acs5,7026,552,85864,1902,11441,855
3604110,NYC-Manhattan Community District 10--Harlem PUMA,2015,1546,53,1493,734,40,7,759,6,0,287,1259,56,297,532,623,38,61,1223,3,249,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA; New York",170817,2806,59175,2097,23360,1612,169943,2776,1319,12,524400,8323,92226,2064,2325,395,61474,2558,13176,1168,66323,1900,acs5,0.4451,0.008,2389,294,19956,944,119099,1857,4877,378,61462,645,acs5,6854,482,88694,1948,11155,875
3604110,NYC-Manhattan Community District 10--Harlem PUMA,2016,1965,92,1873,855,57,19,1018,14,2,374,1591,75,389,783,696,22,70,1548,5,332,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA; New York",174240,2965,62873,1923,21637,1418,173314,2939,1361,13,549800,5718,92572,2343,2561,427,62332,2327,14594,1105,67709,2342,acs5,0.4377,0.0092,2502,264,21108,1012,122166,2034,4853,363,61520,635,acs5,5967,457,92162,1938,9617,710
3604110,NYC-Manhattan Community District 10--Harlem PUMA,2017,1153,73,1080,480,39,23,600,10,1,204,949,30,237,515,354,17,62,854,9,226,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA; New York",181598,2850,68323,1784,19821,1499,180563,2836,1420,15,577100,5986,94554,2343,2308,365,66325,2170,15959,1454,71790,2189,acs5,0.4319,0.0088,2845,352,23084,1007,127722,1873,4500,414,61779,569,acs5,5650,458,96862,1690,8763,699
3604110,NYC-Manhattan Community District 10--Harlem PUMA,2018,452,33,419,259,17,10,160,3,3,79,373,10,83,194,158,7,21,334,2,93,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA; New York",183687,3008,73644,1507,18925,1450,182680,2976,1501,20,610500,6906,95044,1990,2568,459,67451,2330,15545,1217,72627,2121,acs5,0.4232,0.0083,2744,348,23831,957,128671,1939,4530,401,61913,590,acs5,4889,453,97589,1829,7596,712
3604110,NYC-Manhattan Community District 10--Harlem PUMA,2019,374,39,335,0,0,0,39,12,323,91,283,4,43,141,173,13,25,270,2,74,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA; New York",186568,2791,76333,1910,17863,1478,185553,2803,1589,22,648700,6980,95430,1989,2667,502,69782,2344,15600,1072,72175,2157,acs5,0.4206,0.0089,2916,348,25024,1061,130106,1736,4686,396,62374,639,acs5,4442,413,99470,1920,6901,734
3604110,NYC-Manhattan Community District 10--Harlem PUMA,2020,259,33,226,0,0,0,18,12,229,41,218,0,17,116,120,6,15,177,0,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604110,NYC-Manhattan Community District 10--Harlem PUMA,2021,356,43,313,0,0,0,5,4,347,48,308,0,19,137,179,21,16,263,4,71,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA; New York",190915,4678,80097,2495,18891,2140,189911,4606,1718,23,734500,16221,92803,3095,2695,496,73640,3903,17356,1253,75141,3057,acs5,0.4204,0.0104,4389,631,27655,1351,135482,3004,5918,619,64584,1156,acs5,6509,697,102937,3016,6423,783
